GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	S_250754_Probe_4A_50_S24	S_687338_Probe_4A_100_S23
nuoI	Rv3153	NADH-quinone oxidoreductase subunit I	high_iron:15%; ctl_exponential:12%; INDIGO_exponential:11%	1.3515	0.52293808435584	3757.24	2140	4070	3973	4418	4479	365.53	45.26
Rv2917	Rv2917	hypothetical protein	hypoxia_late:25%; PBS_RIF_DDmtb:11%	3.22	0.993316895466085	3126.02	3373	3771	3610	2722	2286	26.03	0
Rv2117	Rv2117	hypothetical protein	hypoxia_late:9%	3.8753	0.999514432558945	3082.93	3426	2740	2706	3591	3003	76.97	0
ephA	Rv3617	epoxide hydrolase EphA	hypoxia_late:14%	3.5754	0.997217685268876	3127.8	3374	3412	3296	3122	2485	43.1	0
Rv3789	Rv3789	GtrA family protein	hypoxia_late:10%	3.807	0.999394248525329	3067.83	3435	2887	2654	3481	2925	68.54	0
Rv0401	Rv0401	transmembrane protein	hypoxia_late:29%	3.8485	0.999505628766882	3068.67	3462	2846	2751	3433	2889	70.68	0
MT3032	MT3032	hypothetical protein	INDIGO_exponential:14%; tyloxopol:11%	3.9439	0.999870012774942	3028.58	3474	2388	2378	3760	3280	98.34	0
vapB3	Rv0550c	antitoxin VapB3	ctl_stationary:25%; hypoxia_late:12%	3.9023	0.999785703668583	3034.45	3423	2669	2450	3680	3036	80.79	0
rpsJ	Rv0700	30S ribosomal protein S10	acidic:12%	0.5387	0.458135408762241	3753.17	1903	4211	4152	4452	4441	2173.73	447.34
Rv1273c	Rv1273c	drug ABC transporter ATP-binding protein	hypoxia_late:14%; ctl_stationary:11%	3.3283	0.995144794768846	3128.66	3325	3707	3571	2958	2207	29.2	0
Rv0790c	Rv0790c	hypothetical protein	hypoxia_fatty_acids:56%	3.5727	0.997618811933754	3124.01	3446	3334	3121	3073	2675	46.49	0
Rv0104	Rv0104	hypothetical protein	human_sputum:11%; zinc_limitation:11%	3.4128	0.995625672214444	3149.31	3333	3629	3564	3052	2273	32.97	0
leuD	Rv2987c	3-isopropylmalate dehydratase small subunit	INDIGO_exponential:13%	3.661	0.998516503693417	3108.82	3434	3190	2960	3236	2747	52.89	0
PE1	Rv0151c	PE family protein PE1	hypoxia_late:17%; PBS_RIF_DDmtb:17%; human_sputum:11%; ctl_stationary:11%	3.2547	0.993779609037891	3161.44	3378	3749	3756	2756	2304	27.34	0
lprE	Rv1252c	lipoprotein LprE	hypoxia_late:13%; tyloxopol:11%	3.6401	0.998511700539477	3107.34	3447	3211	2919	3241	2744	51.67	0
csd	Rv1464	cysteine desulfurase	low_iron:26%; zinc_limitation:18%	0.464	0.470157142222256	3759.64	1883	4222	4200	4454	4444	581.42	124.28
Rv3510c	Rv3510c	hypothetical protein	hypoxia_late:15%	3.6388	0.998127780453811	3132.27	3424	3293	3316	3155	2518	47.2	0
vapB26	Rv0581	antitoxin VapB26	ctl_exponential:12%; ctl_stationary:11%	3.9141	0.999624322652683	3107.11	3476	2579	2885	3511	3136	86.05	0
Rv2475c	Rv2475c	hypothetical protein	INDIGO_exponential:11%	2.5906	0.995470380630805	2916.08	2602	3727	3768	3996	1112	281.97	16.58
yrbE4B	Rv3500c	integral membrane protein	hypoxia_late:15%	3.6187	0.997656782444783	3157.52	3379	3335	3412	3173	2534	46.48	0
Rv2293c	Rv2293c	hypothetical protein	hypoxia_late:11%	3.6372	0.998473365017788	3120.49	3388	3270	3066	3299	2612	48.83	0
Rv0689c	Rv0689c	hypothetical protein	hypoxia_late:29%	3.8886	0.99983795425444	3048.7	3492	2670	2346	3766	3081	80.76	0
Rv3434c	Rv3434c	transmembrane protein	human_sputum:12%	3.6591	0.998518390042899	3125.89	3386	3236	3103	3318	2618	50.27	0
Rv0373c	Rv0373c	carbon monoxyde dehydrogenase large subunit	hypoxia_late:32%; ctl_stationary:13%	3.1481	0.993212296205745	3151.4	3315	3838	3879	2788	2123	22.67	0
Rv0836c	Rv0836c	hypothetical protein	hypoxia_late:23%; ctl_stationary:14%; hypoxia_fatty_acids:14%	3.6902	0.998635075622023	3135.24	3384	3184	3129	3364	2645	52.85	0
MT4019	MT4019	hypothetical protein	ctl_stationary:11%	3.8811	0.999834203678751	3055.53	3482	2570	2482	3632	3203	86.74	0
Rv0958	Rv0958	magnesium chelatase	hypoxia_late:10%	1.5481	0.627771772526049	3735.72	2139	3997	3954	4404	4474	185.07	18.83
mazE8	Rv2274A	antitoxin MazE8	human_sputum:23%; INDIGO_exponential:12%; hypoxia_rar:11%	3.7916	0.999509183576828	3093.93	3511	2786	2578	3515	3138	74.6	0
fadD7	Rv0119	fatty-acid--CoA ligase FadD7	hypoxia_late:17%	3.3914	0.995658572193393	3172.27	3330	3653	3711	3032	2255	31.95	0
Rv3008	Rv3008	hypothetical protein	ctl_stationary:8%	3.0761	0.996535614135725	3029.78	2836	3431	3693	3893	1618	130.32	3.86
MT3953	MT3953	hypothetical protein	acidic_tyloxopol:14%	3.9443	0.999870207578087	3071.64	3467	2391	2626	3720	3260	96.57	0
MT3058.1	MT3058.1	hypothetical protein	hypoxia_late:44%	3.9345	0.99999992507346	3005.44	3499	2334	2179	3858	3347	101.57	0
MT0943	MT0943	hypothetical protein	ctl_stationary:17%; hypoxia_late:17%	3.8402	0.999622060447649	3092.57	3544	2735	2687	3446	3101	77.11	0
orn	Rv2511	oligoribonuclease	hypoxia_late:10%	3.6196	0.998501776478841	3134.62	3451	3255	3032	3225	2734	50.01	0
Rv1765c	Rv1765c	hypothetical protein	zinc_limitation:19%; hypoxia_late:11%	3.4575	0.997189990086818	3151.77	3402	3516	3275	3133	2488	37.43	0
Rv0893c	Rv0893c	S-adenosylmethionine-dependent methyltransferase	hypoxia_late:16%	3.5285	0.997445357865347	3165.66	3385	3434	3414	3145	2503	41.11	0
egtC	Rv3702c	amidohydrolase EgtC	low_iron:10%	3.5703	0.997867351274978	3165.17	3461	3317	3268	3096	2711	46.76	0
Rv0802c	Rv0802c	succinyl-CoA transferase	ctl_stationary:11%	3.6792	0.998672943367077	3155.93	3390	3193	3206	3373	2648	52.26	0
vapC14	Rv1953	ribonuclease VapC14	acidic_tyloxopol:11%	3.8524	0.999532010177117	3138.26	3428	2784	2956	3573	2986	74.21	0
Rv3377c	Rv3377c	type B diterpene cyclase	human_sputum:12%	2.922	0.995350282357847	3033.14	2921	3623	3646	3821	1516	58.02	1.42
tcrX	Rv3765c	two component transcriptional regulator TcrX	acidic:10%	3.5746	0.997852705611485	3176.79	3458	3324	3319	3099	2712	47.02	0
fadD11.1	Rv1549	fatty-acid-CoA ligase fadD11_1	hypoxia_late:12%	3.6926	0.998792326475682	3159.88	3438	3123	3170	3293	2794	56.29	0
Rv2944	Rv2944	insertion sequence element IS1533 transposase	hypoxia_late:12%	3.6822	0.998650870585238	3175.91	3382	3227	3419	3287	2602	51.4	0
PEP0073	PEP0073	Small peptide in vicinity of Rv0190	acidic_tyloxopol:12%; hypoxia_fatty_acids:10%	3.9025	0.999999939957689	3006.48	3527	2316	2081	3914	3418	102.41	0
Rv0324	Rv0324	transcriptional regulator	hypoxia_fatty_acids:20%; hypoxia_late:16%; ctl_stationary:12%	3.5708	0.997901111281345	3176.38	3457	3297	3306	3126	2722	47.06	0
fadE1	Rv0131c	acyl-CoA dehydrogenase FadE1	hypoxia_late:14%; ctl_stationary:10%	3.3462	0.996074528907405	3178.05	3415	3644	3494	2978	2439	32.15	0
sdhC	Rv3316	succinate dehydrogenase cytochrome B-556 subunit	hypoxia_late:10%	3.7734	0.999505687154808	3133.79	3473	2905	2754	3585	2994	67.97	0
PPE58	Rv3426	PPE family protein PPE58	nutrient_limitation:20%; hypoxia_rar:13%	3.6333	0.998645221789104	3161.12	3412	3257	3148	3370	2650	49.45	0
Rv2488c	Rv2488c	LuxR family transcriptional regulator	hypoxia_late:32%; ctl_stationary:13%	2.9269	0.99175458120337	3173.14	3362	3985	3945	2707	2089	16.88	0
esxF	Rv3905c	ESAT-6 like protein EsxF	hypoxia_late:24%; human_sputum:16%; ctl_stationary:12%	3.8261	0.999544782060404	3146.46	3448	2812	2917	3587	3005	72.5	0
Rv1985c	Rv1985c	HTH-type transcriptional regulator	ctl_stationary:15%; hypoxia_fatty_acids:13%; PBS_RIF_DDmtb:10%	3.5291	0.997693884627088	3182.92	3409	3421	3391	3189	2551	41.95	0
vapB35	Rv1962A	antitoxin VapB35	PBS_RIF_DDmtb:9%	3.8411	0.999801922885197	3089.35	3471	2760	2479	3753	3070	76.16	0
MT0031	MT0031	hypothetical protein	human_sputum:10%	3.8744	0.999874759792344	3067.45	3523	2481	2367	3801	3301	91.68	0
Rv2282c	Rv2282c	LysR family HTH-type transcriptional regulator	hypoxia_late:26%; ctl_stationary:12%	3.5345	0.997672669276187	3188.43	3408	3433	3436	3177	2538	42.05	0
usfY	Rv3288c	hypothetical protein	microaerophilic:25%; ctl_stationary:16%; hypoxia_fatty_acids:14%; nutrient_limitation:13%	3.739	0.999419633645447	3142.46	3469	3009	2897	3458	2906	62.65	0
Rv2735c	Rv2735c	hypothetical protein	PBS_RIF_DDmtb:15%; hypoxia_late:13%; zinc_limitation:13%	3.4989	0.99752198493926	3183.07	3400	3457	3451	3152	2510	39.81	0
Rv2019	Rv2019	hypothetical protein	hypoxia_fatty_acids:11%; acidic_tyloxopol:10%	3.711	0.999416118232833	3136.59	3478	3029	2829	3465	2912	60.83	0
MT2589.1	MT2589.1	hypothetical protein	nutrient_limitation:12%	3.7948	0.999577342185411	3135.65	3530	2787	2740	3526	3142	75.19	0
Rv2765	Rv2765	hydrolase	hypoxia_late:18%	3.6037	0.998679330700909	3167.59	3419	3295	3161	3358	2638	47.49	0
MTS1310	MTS1310	small intergenic RNA	hypoxia_late:17%; ctl_exponential:11%	3.8653	0.999837536666955	3123.21	3475	2724	2721	3714	3045	77.63	0
Rv2011c	Rv2011c	hypothetical protein	hypoxia_fatty_acids:29%; ctl_stationary:22%	3.7185	0.999415525697277	3165.2	3470	3032	3011	3439	2896	60.67	0
Rv2600	Rv2600	integral membrane protein	ctl_exponential:12%	3.765	0.999479752187529	3178.69	3459	2963	3142	3448	2903	64.35	0
Rv2018	Rv2018	hypothetical protein	acidic:9%	3.537	0.99799964101438	3192.07	3490	3352	3320	3113	2715	45.09	0
ribD	Rv2671	bifunctional diaminohydroxyphosphoribosylaminopyrimidine	hypoxia_late:16%; PBS_RIF_DDmtb:12%	3.5108	0.99788131845614	3189.19	3481	3397	3351	3074	2678	43.14	0
Rv1937	Rv1937	oxygenase	hypoxia_late:13%	3.1117	0.995305735011514	3173	3441	3865	3806	2805	2131	21.71	0
Rv1227c	Rv1227c	transmembrane protein	PBS_RIF_DDmtb:22%; microaerophilic:14%; hypoxia_late:11%	3.619	0.998840889050559	3178.26	3493	3199	2993	3384	2845	52.59	0
PPE13	Rv0878c	PPE family protein PPE13	hypoxia_late:11%	3.3556	0.996274987110876	3217.47	3406	3632	3759	2954	2433	32.42	0
Rv1507c	Rv1507c	hypothetical protein	hypoxia_late:10%	3.5428	0.998572365134587	3186.14	3477	3341	3167	3232	2739	45.74	0
Rv0224c	Rv0224c	methyltransferase	hypoxia_late:13%	3.5521	0.998659829547307	3180.74	3445	3360	3095	3385	2654	44.98	0
Rv1353c	Rv1353c	HTH-type transcriptional regulator	hypoxia_late:14%; acidic_tyloxopol:12%	3.623	0.99863316065532	3210.27	3392	3312	3533	3270	2589	47.68	0
Rv3817	Rv3817	phosphotransferase	hypoxia_late:29%; ctl_stationary:11%	3.5268	0.997899880906709	3211.45	3466	3368	3510	3070	2682	43.96	0
cmr	Rv1675c	HTH-type transcriptional regulator Cmr	hypoxia_late:27%; human_sputum:13%; ctl_stationary:13%	3.5319	0.998171148645233	3205.99	3509	3372	3359	3109	2713	44.73	0
Rv1514c	Rv1514c	glycosyltransferase	hypoxia_late:16%	3.504	0.997813715403595	3211.02	3465	3407	3485	3068	2670	42.68	0
Rv1357c	Rv1357c	hypothetical protein	hypoxia_late:18%; ctl_stationary:14%	3.4877	0.997832099080343	3208.24	3427	3454	3405	3216	2584	40.36	0
Rv2980	Rv2980	hypothetical protein	hypoxia_late:32%	3.6095	0.998930751641971	3179.6	3522	3207	2988	3365	2840	51.79	0
treS	Rv0126	trehalose synthase/amylase TreS	zinc_limitation:8%	0.7032	0.538630132474432	3868.7	2344	4205	4155	4445	4436	122.06	23.05
Rv1055	Rv1055	integrase	human_sputum:11%	3.8705	0.999999920931593	3055.16	3531	2473	2257	3841	3333	92.88	0
MT1116	MT1116	hypothetical protein	hypoxia_late:10%	3.9411	0.999999942114384	3102.23	3487	2317	2649	3848	3341	101.58	0
Rv1268c	Rv1268c	hypothetical protein	ctl_stationary:19%; hypoxia_late:19%; PBS_RIF_DDmtb:10%	3.6463	0.998763955568846	3214.7	3410	3256	3426	3368	2649	50.21	0
Rv2958c	Rv2958c	PGL/p-HBAD biosynthesis glycosyltransferase	hypoxia_late:17%; hypoxia_rar:11%	2.7602	0.995616216888205	3059.19	2817	3686	3847	3913	1458	70.71	2.5
rmlA	Rv0334	glucose-1-phosphate thymidylyltransferase	hypoxia_late:11%; human_sputum:10%	3.5045	0.99852266503159	3188.98	3432	3426	3212	3307	2607	41.64	0
relF	Rv2865	antitoxin RelF	hypoxia_fatty_acids:21%	3.7238	0.999652533031576	3137.75	3615	2892	2639	3478	3117	67.99	0
MT1264.1	MT1264.1	hypothetical protein	PBS_RIF_DDmtb:23%; microaerophilic:13%; hypoxia_late:11%	3.5927	0.998792914545087	3197.63	3480	3254	3184	3300	2791	50	0
Rv2160A	Rv2160A	conserved hypothetical protein	microaerophilic:33%; cholesterol:11%; acidic:11%	3.5975	0.998890662805174	3192.14	3514	3275	3188	3249	2759	49.38	0
MT2721	MT2721	hypothetical protein	hypoxia_fatty_acids:13%; PBS_RIF_DDmtb:11%	3.681	0.999520909743556	3179.77	3528	3072	2913	3487	2927	59.18	0
vapC20	Rv2549c	ribonuclease VapC20	PBS_RIF_DDmtb:15%	3.6683	0.999486972962513	3181.37	3518	3064	2815	3567	2978	59.46	0
Rv0027	Rv0027	hypothetical protein	ctl_stationary:8%	3.7846	0.999802434663629	3155.71	3479	2869	2801	3659	3016	69.74	0
pncB2	Rv0573c	nicotinic acid phosphoribosyltransferase PncB2	hypoxia_late:29%; ctl_stationary:14%	3.2957	0.996415824898934	3237.71	3437	3684	3695	3005	2458	30.34	0
Rv3346c	Rv3346c	transmembrane protein	hypoxia_late:16%; butyrate:13%	3.7238	0.999580350205688	3186.39	3550	2865	2855	3544	3155	69.57	0
lppK	Rv2116	lipoprotein LppK	hypoxia_late:21%	3.5894	0.998877115238154	3203.38	3504	3249	3101	3355	2829	50.42	0
sugB	Rv1237	sugar ABC transporter permease SugB	PBS_RIF_DDmtb:11%	3.5429	0.998612341054547	3212.63	3425	3388	3369	3313	2608	43.65	0
Rv3071	Rv3071	hypothetical protein	hypoxia_late:15%; ctl_stationary:11%	3.4025	0.997604719967121	3216.6	3436	3567	3442	3167	2529	35.67	0
rplB	Rv0704	50S ribosomal protein L2	butyrate_plus_glucose:10%	0.2431	0.622592385057937	3804.76	2009	4245	4220	4461	4447	725.01	184.27
ptpA	Rv2234	protein-tyrosine-phosphatase	ctl_stationary:9%	3.6112	0.999383390192571	3183.49	3517	3183	2904	3443	2897	53.38	0
Rv3750c	Rv3750c	excisionase	acidic_tyloxopol:16%; ctl_exponential:11%	3.6889	0.999502800397202	3193.25	3503	3043	2935	3545	2968	60.72	0
Rv2119	Rv2119	hypothetical protein	hypoxia_late:12%; zinc_limitation:12%	3.5413	0.998703563153634	3210.81	3443	3392	3365	3294	2601	43.42	0
Rv3386	Rv3386	transposase	hypoxia_late:41%	3.6277	0.999177472624737	3199.99	3538	3272	3190	3375	2661	49.23	0
icd1	Rv3339c	isocitrate dehydrogenase	INDIGO_exponential:10%	1.7069	0.702468050711666	3827.68	2546	4002	3996	4401	4365	115.43	11.21
proS	Rv2845c	proline--tRNA ligase	high_iron:9%	0.8703	0.557661799057112	3911.57	2523	4185	4178	4434	4431	108.05	17.88
MT1404	MT1404	hypothetical protein	hypoxia_late:14%	3.7193	0.999825250868609	3138.98	3559	2849	2550	3620	3185	70.81	0
Rv1176c	Rv1176c	hypothetical protein	hypoxia_late:18%	3.6298	0.998885774052553	3233.45	3464	3204	3452	3289	2783	52.15	0
Rv0258c	Rv0258c	hypothetical protein	cholesterol:10%	3.6379	0.999435964990127	3191.12	3507	3136	2959	3469	2909	55.77	0
valT	Rvnt31	tRNA-Val	human_sputum:15%; hypoxia_late:13%	3.8172	0.999999963510527	3050.88	3599	2428	2059	3941	3452	94.64	0
Rv0089	Rv0089	methyltransferase	hypoxia_late:8%	3.5567	0.998838304430872	3211	3505	3283	3124	3351	2814	48.4	0
Rv2809	Rv2809	hypothetical protein	hypoxia_late:13%; INDIGO_exponential:11%	3.6313	0.999507811022478	3186.89	3574	3025	2760	3486	3125	61.07	0
Rv2717c	Rv2717c	hypothetical protein	PBS_RIF_DDmtb:14%	3.6319	0.999395540251282	3203.26	3502	3162	3069	3426	2878	54.22	0
mazF9	Rv2801c	mRNA interferase MazF9	hypoxia_late:12%; ctl_stationary:10%	3.7311	0.999648166775201	3189.22	3556	2959	2896	3581	2990	64.42	0
rsfA	Rv1365c	anti-sigma-F factor antagonist RsfA	acidic_tyloxopol:12%; butyrate:12%	3.747	0.999624478626368	3200.32	3532	2970	3107	3489	2929	64.11	0
Rv0029	Rv0029	hypothetical protein	zinc_limitation:9%	3.4094	0.997896307503615	3230.24	3468	3555	3498	3164	2527	35.94	0
Rv3752c	Rv3752c	cytidine/deoxycytidylate deaminase	hypoxia_late:25%	3.0636	0.997766301425518	3124	2994	3415	3758	3826	1862	147.71	4.53
Rv0387c	Rv0387c	conserved hypothetical protein	hypoxia_late:29%	3.5917	0.998953841708534	3217.73	3483	3315	3294	3377	2655	47.15	0
Rv1354c	Rv1354c	hypothetical protein	hypoxia_late:15%	3.1461	0.995767658902333	3237.96	3418	3804	3822	2902	2370	24.4	0
Rv0585c	Rv0585c	integral membrane protein	hypoxia_late:23%	3.0648	0.995552432284187	3223.55	3381	3882	3745	3018	2237	21.2	0
Rv0979c	Rv0979c	hypothetical protein	tyloxopol:17%; acidic_tyloxopol:17%; butyrate_plus_glucose:14%; hypoxia_late:11%	3.8287	0.999866189381035	3188.16	3512	2649	2980	3638	3213	81.81	0
Rv2730	Rv2730	hypothetical protein	hypoxia_late:13%; ctl_stationary:13%	3.6379	0.999524596778293	3193.07	3552	3144	2961	3435	2899	55.02	0
Rv3577	Rv3577	hypothetical protein	PBS_RIF_DDmtb:15%; hypoxia_late:11%	3.403	0.997866215350795	3239.25	3506	3493	3450	3087	2700	38.05	0
esxE	Rv3904c	ESAT-6 like protein EsxE	hypoxia_late:34%; ctl_stationary:12%	3.6995	0.999578861075491	3209.04	3558	2919	2918	3532	3149	67.22	0
relG	Rv2866	toxin RelG	PBS_RIF_DDmtb:11%; hypoxia_fatty_acids:10%; ctl_stationary:10%	3.6979	0.999633388789805	3189.37	3585	2904	2789	3546	3164	67.61	0
fadD11	Rv1550	fatty-acid--CoA ligase FadD11	hypoxia_late:23%	3.1689	0.996168893845307	3250.78	3431	3780	3805	2937	2415	25.59	0
rpmA	Rv2441c	50S ribosomal protein L27	acidic:10%	1.1478	0.684747084955001	3841.69	2354	4119	4061	4425	4484	760.06	111.73
Rv0523c	Rv0523c	hypothetical protein	hypoxia_late:13%	3.6953	0.999530558075339	3236.58	3491	3023	3236	3512	2942	60.66	0
PE_PGRS60	Rv3652	PE-PGRS family-related protein PE_PGRS60	hypoxia_late:23%	3.6698	0.999636338846131	3189.48	3622	2995	2809	3451	3105	63.15	0
MT2165	MT2165	hypothetical protein	ctl_stationary:10%	3.7083	0.999692546797102	3197.64	3631	2933	2893	3457	3107	66.24	0
Rv1725c	Rv1725c	hypothetical protein	hypoxia_late:13%; hypoxia_fatty_acids:10%	3.5245	0.998764393308098	3250.93	3497	3357	3469	3230	2733	44.67	0
ctpJ	Rv3743c	cation transporter ATPase J	cholesterol:18%; hypoxia_late:17%; hypoxia_fatty_acids:16%; PBS_RIF_DDmtb:11%	3.0925	0.995927383473053	3243.87	3444	3834	3783	2904	2379	22.85	0
PE32	Rv3622c	PE family protein PE32	hypoxia_late:45%; human_sputum:16%; ctl_stationary:11%	3.6529	0.999550654255719	3219.07	3565	2989	2939	3494	3134	62.84	0
yrbE3A	Rv1964	integral membrane protein	hypoxia_late:20%; microaerophilic:13%; ctl_stationary:11%; PBS_RIF_DDmtb:11%	3.4425	0.998461803376931	3256.73	3570	3450	3439	3138	2724	40.36	0
Rv0786c	Rv0786c	hypothetical protein	hypoxia_late:10%	3.665	0.999544066059352	3233.71	3526	3062	3043	3580	2983	59.52	0
Rv3090	Rv3090	hypothetical protein	hypoxia_late:22%; PBS_RIF_DDmtb:17%; ctl_stationary:10%	3.47	0.998653948812749	3247.43	3453	3453	3420	3326	2627	40.11	0
MT0717.1	MT0717.1	hypothetical protein	ctl_stationary:21%	3.8031	0.999843432193073	3220.12	3486	2791	3019	3774	3078	73.12	0
arsC	Rv2643	arsenic-transport integral membrane protein ArsC	hypoxia_fatty_acids:34%; butyrate:16%; PBS_RIF_DDmtb:15%	3.2252	0.997372014459758	3252.03	3463	3739	3576	3098	2468	27.94	0
dhaA	Rv2579	haloalkane dehalogenase	zinc_limitation:12%; hypoxia_late:11%	3.4902	0.998692313004603	3271.53	3454	3464	3558	3317	2613	40.97	0
PE_PGRS49	Rv3344c	PE-PGRS family protein PE_PGRS49	hypoxia_late:54%	3.265	0.997419578708357	3276.27	3450	3715	3738	3100	2469	29.35	0
Rv1890c	Rv1890c	hypothetical protein	PBS_RIF_DDmtb:17%; ctl_stationary:15%; hypoxia_late:13%	3.5218	0.9989025811231	3262.38	3515	3313	3340	3347	2819	46.37	0
pyrB	Rv1380	aspartate carbamoyltransferase	hypoxia_late:18%; zinc_limitation:10%	3.3524	0.997876997893541	3279.71	3510	3563	3645	3066	2669	35.46	0
mctB	Rv1698	copper transporter MctB	INDIGO_exponential:12%; high_iron:11%; tyloxopol:10%	1.5404	0.697321478881443	3901.79	2747	4066	4046	4411	4372	128.34	14.46
Rv3903c	Rv3903c	hypothetical protein	hypoxia_late:34%; ctl_stationary:12%	2.9171	0.994421141094114	3279.98	3452	3942	4010	2815	2346	18.08	0
Rv0749A	Rv0749A	hypothetical protein	human_sputum:12%	3.7977	0.999999952047303	3140.75	3595	2572	2459	3855	3348	86.32	0
fic	Rv3641c	cell filamentation protein Fic	nutrient_limitation:11%; PBS_RIF_DDmtb:10%	3.4725	0.998892844110033	3261.12	3553	3386	3153	3387	2850	44.13	0
Rv0044c	Rv0044c	oxidoreductase	hypoxia_late:13%	3.4244	0.998686573485849	3272.33	3520	3461	3444	3233	2737	39.66	0
Rv1504c	Rv1504c	conserved hypothetical protein	hypoxia_late:16%	3.518	0.998967429913924	3283.01	3541	3332	3312	3395	2856	46.76	0
MT3042	MT3042	hypothetical protein	hypoxia_late:10%	3.713	0.999849985646631	3232.93	3561	2861	2981	3616	3181	70.01	0
mazE9	Rv2801A	antitoxin MazE9	human_sputum:17%; hypoxia_late:11%; ctl_stationary:10%	3.731	0.999894941433439	3201.97	3633	2831	2778	3624	3197	71.96	0
Rv1218c	Rv1218c	tetronasin ABC transporter ATP-binding protein	butyrate:14%; cholesterol:12%	3.4073	0.9987873216104	3274.89	3498	3513	3424	3348	2636	37.4	0
Rv0074	Rv0074	hypothetical protein	acidic:11%; hypoxia_late:10%	3.2609	0.997836800987598	3288.61	3494	3681	3560	3208	2565	30.45	0
mpr11	Rvnc0015	fragment of putative small regulatory RNA	hypoxia_late:18%; ctl_exponential:12%	3.7524	0.999999959712281	3154.08	3604	2526	2363	3961	3477	89.1	0
grcC2	Rv0989c	polyprenyl-diphosphate synthase GrcC	PBS_RIF_DDmtb:15%; ctl_stationary:13%; hypoxia_late:11%	3.399	0.998684576640601	3282.27	3484	3541	3474	3336	2624	36.87	0
Rv3453	Rv3453	conserved membrane protein	PBS_RIF_DDmtb:30%; hypoxia_late:14%	3.6858	0.999842632923047	3236.55	3557	2990	2871	3734	3074	63.1	0
Rv3360	Rv3360	hypothetical protein	hypoxia_late:12%; zinc_limitation:12%	3.6539	0.999807797140864	3225.9	3545	3057	2869	3667	3029	59.84	0
Rv3399	Rv3399	S-adenosylmethionine-dependent methyltransferase	hypoxia_late:17%; human_sputum:10%	3.3469	0.998629927414258	3282.31	3485	3582	3478	3303	2614	34.37	0
Rv2401A	Rv2401A	membrane protein	PBS_RIF_DDmtb:11%; ctl_stationary:10%	3.7068	0.9998711379706	3223.71	3590	2823	2788	3715	3259	72.66	0
mycP4	Rv3449	membrane-anchored mycosin	hypoxia_late:29%; PBS_RIF_DDmtb:18%	3.2388	0.997896327310468	3288.26	3508	3714	3611	3159	2525	29.07	0
rpsK	Rv3459c	30S ribosomal protein S11	hypoxia_rar:9%	0.3289	0.692417184672732	3886.28	2332	4243	4210	4453	4443	719.19	178.88
Rv1667c	Rv1667c	macrolide-transport ATP-binding protein ABC transporter	hypoxia_late:19%	3.4841	0.998949437344893	3301.16	3536	3377	3489	3325	2806	44.13	0
Rv1951c	Rv1951c	hypothetical protein	hypoxia_late:22%	3.6565	0.999610540254067	3283.74	3571	2991	3242	3502	3131	63.31	0
corA	Rv1239c	magnesium and cobalt transport transmembrane protein CorA	zinc_limitation:14%; PBS_RIF_DDmtb:11%	3.2428	0.997849718722265	3303.99	3546	3670	3631	3065	2668	31	0
Rv2423	Rv2423	hypothetical protein	hypoxia_late:23%; ctl_stationary:13%; human_sputum:10%	3.3398	0.998646911390698	3284.25	3495	3590	3432	3328	2625	34.24	0
gltS	Rv2992c	glutamate--tRNA ligase	high_iron:11%; tyloxopol:10%	0.6786	0.653256933482125	3945.12	2579	4220	4234	4447	4429	128.92	25.59
leuA	Rv3710	2-isopropylmalate synthase	microaerophilic:11%	0.2056	0.707325047201079	3884.06	2283	4258	4241	4457	4448	167.86	44
Rv0912	Rv0912	transmembrane protein	high_iron:9%	3.5174	0.999537566778265	3266.95	3582	3244	2945	3595	2998	50.28	0
yrbE3B	Rv1965	integral membrane protein	hypoxia_late:27%; microaerophilic:14%; ctl_stationary:11%	3.3891	0.998804848750295	3295.27	3551	3502	3447	3252	2758	38.4	0
Rv2035	Rv2035	hypothetical protein	hypoxia_fatty_acids:51%	3.5592	0.999511360531448	3292.06	3547	3228	3295	3485	2924	51.08	0
MT3876.1	MT3876.1	hypothetical protein	tyloxopol:8%	3.756	0.999999948782776	3193.22	3593	2629	2603	3878	3368	84.16	0
Rv3848	Rv3848	transmembrane protein	ctl_stationary:13%; PBS_RIF_DDmtb:13%; hypoxia_fatty_acids:11%	3.3282	0.998661052723056	3298.94	3549	3565	3457	3226	2736	35.17	0
PPE67	Rv3739c	PPE family protein PPE67	nutrient_limitation:39%; PBS_RIF_DDmtb:24%	3.6643	0.999859557507604	3241.58	3586	2894	2911	3641	3215	67.38	0
Rv2551c	Rv2551c	hypothetical protein	microaerophilic:17%; hypoxia_late:15%	3.6129	0.999572883709022	3305.59	3543	3133	3322	3571	2979	55.69	0
Rv2012	Rv2012	hypothetical protein	hypoxia_fatty_acids:30%; ctl_stationary:13%; hypoxia_late:11%	3.5215	0.999558537907807	3277.03	3589	3271	3089	3514	2945	49.29	0
Rv1776c	Rv1776c	transcriptional regulator	hypoxia_late:9%	3.4897	0.999454057140133	3287.35	3562	3336	3205	3452	2902	46.32	0
